Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
793091;129883558;129615901;-9225130;869499;22817600;41444791
793092;174123989;167540181;-9266679;855125;22811336;66046033
793093;-420364505;-413136401;-9244219;850372;22827349;37275481
793094;392421981;386063125;-9233984;837316;22830587;70059225
793095;-184706875;-185295547;-9263351;837632;22797644;33475660
793096;-165603072;-160947387;-9225113;874564;22826568;73670540
793097;384035746;375336183;-9249604;852113;22816110;30102203
793098;-427344247;-422049160;-9250734;862408;22836420;76786363
793099;192643127;191116501;-9234022;852428;22831274;27328217
793100;110119872;104435861;-9258397;855701;22841548;79288529
793101;-390908851;-383768563;-9259161;851272;22859379;25152580
793102;413919466;406754013;-9245738;852689;22889382;81104904
793103;-245166771;-244532262;-9256930;839671;22862152;23637687
793104;-100014737;-96310941;-9229060;861555;22872853;82280563
793105;349856046;341335180;-9244731;862118;22875857;22826278
793106;-443737954;-437691882;-9238421;866278;22865216;82760174
793107;250440354;247700795;-9248938;831846;22832567;22729399
793108;43230289;38572556;-9243554;865902;22836416;82460910
793109;-352212258;-345340928;-9237184;863744;22832302;23397832
793110;425089941;417260424;-9243404;853760;22828091;81432042
793111;-299916817;-298076394;-9255270;858308;22826858;24765341
793112;-32175590;-29564458;-9207069;880964;22847974;79749986
793113;306920887;298749883;-9262327;859229;22836185;26795575
793114;-449569139;-442971217;-9256977;861913;22828236;77392998
793115;301908471;298003575;-9231121;871163;22838169;29454498
793116;-24967168;-28499272;-9267229;852313;22841527;74419029
793117;-305263159;-298843784;-9241365;857339;22847432;32690120
793118;425674645;417371345;-9247658;857126;22832452;70900445
793119;-347696260;-344725209;-9264661;852492;22844548;36409378
793120;36089361;37539793;-9231189;867178;22854732;66957009
793121;256187515;248551970;-9270600;838344;22832832;40514952
793122;-444819225;-437836723;-9252433;850005;22856981;62704994
793123;345714534;340699665;-9241975;856413;22876663;44960238
793124;-92862109;-95199398;-9255556;856785;22876454;58208686
793125;-251211174;-245402901;-9263765;841864;22847586;49546466
793126;415616251;407005376;-9250641;847095;22863270;53509316
793127;-387286169;-383268885;-9249928;869124;22873954;54244108
793128;103237614;103457621;-9247641;847441;22847940;48845580
793129;198983837;192081629;-9245644;865932;22906781;58883076
793130;-429542178;-422337335;-9258722;843195;22871458;44283187
793131;380823573;374825331;-9231982;872674;22897702;63365789
793132;-158791790;-159887910;-9270178;854434;22897920;39918749
793133;-191348181;-186309239;-9238442;850026;22894212;67603127
793134;395206007;386497787;-9256320;848900;22892398;35819430
793135;-417726643;-412764846;-9247782;846408;22899746;71493559
793136;167578171;166578726;-9240217;852334;22887616;32186538
793137;136691993;130615867;-9246348;867630;22907750;74901576
793138;-404042393;-396856008;-9264635;831027;22877956;29050278
793139;406440183;399567197;-9233156;873472;22909657;77756394
793140;-221085559;-220945527;-9262178;850862;22889484;26440580
793141;-127121864;-123008358;-9228629;866828;22902105;80022272
793142;364842598;356231296;-9258295;832930;22870557;24483648
793143;-438343065;-432586798;-9267089;830254;22861789;81646720
793144;227566259;225326907;-9221533;866039;22885004;23238877
793145;70716881;65622382;-9257809;839987;22873015;82532680
793146;-369083072;-362089821;-9233134;845585;22878634;22712789
793147;421793335;414217945;-9237956;853998;22897920;82699886
793148;-278376964;-277032981;-9246493;845555;22884569;22900522
793149;-60015500;-56954291;-9218615;853320;22890060;82149900
793150;325380782;317051101;-9247697;852710;22874030;23801476
793151;-448510267;-442120294;-9254890;848823;22852782;80901525
793152;281789883;278356279;-9244910;864507;22848243;25417147
793153;2868957;-1128012;-9243221;885128;22863522;78940753
793154;-325351091;-318743035;-9235575;864093;22850133;27710592
793155;426755400;418612659;-9248644;842521;22838971;76338525
793156;-329129152;-326603059;-9232196;862967;22870720;30598250
793157;8281992;10214011;-9233275;855534;22841403;73149896
793158;277715037;269840170;-9254720;858777;22852074;33974528
793159;-448075033;-441231808;-9224388;859281;22851737;69487347
793160;328793672;324221614;-9209890;873143;22887628;37846395
793161;-65419110;-68239893;-9267285;856768;22840017;65432571
793162;-274052407;-267978491;-9241885;879419;22869209;42134446
793163;421010436;412502135;-9231594;880388;22884731;61039586
793164;-372220480;-368608529;-9272017;864490;22857134;46651276
793165;76081860;76802086;-9235456;856921;22845427;56475741
793166;222953702;215732885;-9263534;845875;22846237;51246592
793167;-437042112;-429911513;-9232196;871526;22860458;51777578
793168;367600413;361976930;-9234291;870429;22859874;55915780
793169;-132316522;-133923545;-9284356;857348;22837516;47137728
793170;-216386141;-211021964;-9249770;860407;22846190;60569045
793171;404780044;396068074;-9231330;889710;22883626;42627182
793172;-406479744;-401900458;-9256964;856332;22856605;64969595
793173;141821213;141314048;-9232789;874884;22858854;38340445
793174;162574233;156134084;-9263108;859106;22862916;69069350
793175;-415627682;-408435110;-9241053;860932;22858389;34425066
793176;397165149;390612036;-9235430;847325;22862822;72760430
793177;-196244996;-196630822;-9249463;849800;22866794;30936985
793178;-153694566;-149199603;-9232678;842137;22836864;76032051
793179;378396842;369715938;-9246617;860164;22850931;27996262
793180;-431117418;-425698841;-9257105;847709;22845166;78712584
793181;203796262;202034082;-9231872;870114;22850649;25642794
793182;97950357;92425109;-9267200;842969;22843033;80718365
793183;-384400145;-377304115;-9227187;865510;22848930;23958250
793184;416807249;409503065;-9241224;856119;22832896;82039214
793185;-255722163;-254862950;-9260377;853277;22839564;22966852
793186;-87587626;-84065851;-9226585;853265;22849800;82678250
793187;342557060;334090862;-9258376;857088;22858931;22684714
793188;-445645294;-439463991;-9244825;861188;22875515;82608460
793189;260441604;257513484;-9225164;866496;22877785;23138449
793190;30639667;26218794;-9246114;855773;22868782;81773687
793191;-344179549;-337343278;-9225582;847091;22861201;24314440
793192;426039586;418119893;-9227054;870745;22868262;80222660
793193;-309271543;-307218961;-9245585;874376;22876778;26204693
793194;-19557700;-17169412;-9220949;876471;22879402;78048226
793195;298094916;289991628;-9259110;850026;22861337;28713220
793196;-449503547;-442857301;-9207872;887837;22912857;75253282
793197;310600482;306458965;-9234670;851067;22872145;31786210
793198;-37655466;-40974148;-9251916;860996;22870835;71868343
793199;-295832891;-289500885;-9240482;855146;22865216;35394461
793200;424628898;416249186;-9215808;887953;22880721;68042235
793201;-355640277;-352465885;-9264260;848226;22858325;39449975
793202;48636458;49854515;-9215355;870254;22883016;63856055
793203;246064200;238549939;-9249753;859793;22884740;43771741
793204;-442796774;-435751522;-9246621;864251;22859771;59392477
793205;352884462;347677405;-9227178;863534;22875622;48341393
793206;-105225058;-107364697;-9254988;856000;22850666;54768302
793207;-240524693;-234846519;-9225949;855778;22872281;53025570
793208;412642530;403995648;-9234786;860684;22895048;50064405
793209;-393655172;-389429572;-9251848;862924;22881267;57692266
793210;115367146;115374276;-9234961;850244;22869320;45457966
793211;187804928;181042790;-9233958;863970;22894528;62218342
793212;-425557661;-418354730;-9245004;845038;22860774;41042090
793213;386283067;380120964;-9226931;862958;22876923;66526417
793214;-170637367;-171492898;-9256981;833092;22821900;36866807
793215;-179741789;-174859793;-9223483;854792;22840102;70511539
793216;390334707;381615953;-9233403;866167;22856507;33090491
793217;-422302225;-417189149;-9248558;849655;22853026;74081032
793218;179038976;177789248;-9246664;853708;22864669;29805137
793219;124737280;118831470;-9263253;868445;22890022;77088849
793220;-398268125;-391102263;-9239820;865762;22875212;27077491
793221;410067328;403055846;-9235793;858572;22887189;79507989
793222;-232116023;-231744823;-9257634;856166;22878997;24964637
793223;-114830020;-110925418;-9205862;873501;22895526;81277568
793224;358243221;349654498;-9279547;828407;22847556;23495244
793225;-440990387;-435109111;-9267520;834124;22872477;82374208
793226;238103944;235614873;-9241962;838929;22859524;22767829
793227;58316475;53424294;-9251251;857267;22867686;82744486
793228;-361588194;-354634146;-9233096;842222;22871889;22802973
793229;423578039;415884228;-9233783;857954;22866133;82388821
793230;-288236266;-286665284;-9276023;839325;22843170;23523788
793231;-47380552;-44530850;-9220612;867545;22876369;81275558
793232;317179285;308908625;-9270506;839799;22851063;24927726
793233;-449221542;-442733956;-9244330;857450;22879227;79520098
793234;291071475;287426060;-9238762;870830;22885926;27039010
793235;-9766284;-13533085;-9277559;850952;22863445;77089898
793236;-316387541;-309849608;-9245393;858658;22872827;29793335
793237;426493312;418281386;-9250679;877461;22888738;74047662
793238;-337687825;-334946350;-9270809;849749;22866504;33109623
793239;20898730;22647842;-9264482;834466;22848221;70512217
793240;268024396;260295931;-9229538;880857;22891741;36850845
793241;-446869013;-439926668;-9237670;862438;22876219;66556603
793242;336652945;331877205;-9235801;874112;22878664;41001420
793243;-77899741;-80507857;-9259588;862459;22862882;62232460
793244;-263804198;-257852416;-9221154;865817;22870451;45460164
793245;418844552;410280763;-9259182;848699;22818572;57689693
793246;-379189192;-375415940;-9243524;860859;22847368;50066611
793247;88507575;88994018;-9203413;879816;22877879;53010474
793248;212217301;205115729;-9274530;837154;22828740;54735445
793249;-433833954;-426687462;-9235635;864934;22845640;48346316
793250;373798028;368015035;-9229474;870528;22846007;59375552
793251;-144383202;-145778909;-9279808;832925;22813888;43802534
793252;-205104320;-199892893;-9238459;860706;22848008;63848968
793253;400638156;391944204;-9246818;853751;22826611;39431364
793254;-411762321;-406983522;-9224017;893265;22872277;68069721
793255;153603426;152880362;-9232157;874393;22840085;35398775
793256;150898312;144624307;-9272221;828151;22825651;71861431
793257;-410593642;-403384012;-9222254;856614;22837922;31813265
793258;401617139;394920209;-9241403;847867;22843272;75236906
793259;-207584132;-207754116;-9225685;891746;22865783;28733376
793260;-141698077;-137385173;-9234355;851950;22829038;78044881
793261;372493619;363829431;-9250581;867477;22841664;26185638
793262;-434608008;-429010662;-9244582;856076;22872426;80241531
793263;214712733;212753433;-9228812;850666;22853666;24314154
793264;85710353;80403392;-9259605;849988;22831991;81776281
793265;-377620078;-370549128;-9255974;867285;22827165;23159368
793266;419311867;411865600;-9228245;863099;22845508;82574144
793267;-266105365;-265040840;-9239338;855846;22864622;22691340
793268;-75053320;-71780262;-9230984;821619;22853649;82685222
793269;334977143;326542310;-9214528;854203;22882538;22963234
793270;-447146444;-440896733;-9248934;810035;22835993;82073126
793271;270308531;267123080;-9218649;846028;22872418;23941742
793272;18099473;13854916;-9243182;838553;22857143;80699959
793273;-335766331;-329029009;-9226035;841578;22866432;25643874
793274;426586764;418555763;-9247052;831769;22855893;78672490
793275;-318455872;-316186798;-9236445;865318;22856405;28004736
793276;-6965606;-4759539;-9215197;877747;22843123;76022805
793277;288942186;280978884;-9256183;855338;22842286;30962824
793278;-449116288;-442330427;-9246809;849672;22826163;72830809
793279;319076484;314740160;-9231458;870980;22848324;34420791
793280;-50225113;-53323993;-9224917;884846;22862186;69099195
793281;-286071257;-279836053;-9230933;845329;22856669;38351074
793282;423240631;414792200;-9223142;853994;22874615;64974058
793283;-363300206;-359923686;-9229486;873228;22883562;42642641
793284;61156309;62149333;-9242999;852505;22867955;60566967
793285;235737352;228348381;-9247261;846656;22856712;47138176
793286;-440399488;-433322602;-9239424;848183;22828339;55986227
793287;359768712;354372684;-9222638;865113;22858530;51814109
793288;-117552042;-119435963;-9279236;832302;22828032;51310805
793289;-229681267;-224143850;-9219788;878762;22883562;56481100
793290;409295057;400616076;-9252352;858594;22845068;46643174
793291;-399658436;-395273395;-9262651;837841;22849139;61069845
793292;127465868;127225638;-9199611;859810;22874658;42147357
793293;176461132;169829465;-9240311;855125;22862054;65448072
793294;-421254690;-414056951;-9264102;824785;22821657;37916535
793295;391473454;385120418;-9219485;849489;22867652;69500501
793296;-182289740;-182937949;-9252825;865331;22849941;34037879
793297;-167988561;-163284842;-9245883;858811;22850926;73172292
793298;385135782;376431441;-9238877;875524;22863790;30598357
793299;-426481792;-421235652;-9264870;835127;22839867;76349875
793300;190411438;188924962;-9221145;869691;22869977;27691008
793301;112632840;106894596;-9266577;830818;22826295;78925290
793302;-392171281;-385031910;-9221166;862681;22868108;25446084
793303;413344093;406174186;-9228595;843456;22865280;80887129
793304;-242958997;-242356492;-9261060;841907;22856648;23817126
793305;-102496857;-98758702;-9236714;841595;22845990;82137331
793306;351308206;342775475;-9249096;843985;22868829;22891340
793307;-443319726;-437299012;-9236501;847552;22866018;82715443
793308;248381892;245690406;-9204603;862225;22883025;22706747
793309;45797888;41098752;-9257002;841045;22857164;82557632
793310;-353829956;-346940740;-9220966;841220;22853926;23262830
793311;424886250;417095739;-9218432;859438;22869700;81626056
793312;-297923665;-296120998;-9250380;840836;22855488;24518105
793313;-34775961;-32102779;-9201241;869162;22851643;80034769
793314;308663739;300480085;-9220714;833352;22856981;26422856
793315;-449575095;-442974805;-9217928;841173;22866466;77771861
793316;300108893;296231419;-9202880;840174;22867238;28996347
793317;-22396765;-25971076;-9215556;864145;22870186;74899208
793318;-307232460;-300781474;-9209250;844492;22841096;32176951
793319;425850564;417563648;-9197738;868360;22848320;71477115
793320;-346021785;-343049898;-9217275;854126;22867554;35833685
793321;33520183;35037201;-9217949;839692;22841280;67603763
793322;258275865;250612377;-9221909;863116;22884902;39902754
